"","variable","value"
"1188","uncleaned",211
"1189","uncleaned",211
"1190","uncleaned",213
"1191","uncleaned",209
"1192","uncleaned",211
"1193","uncleaned",211
"1194","uncleaned",213
"1195","uncleaned",214
"1196","uncleaned",213
"1197","uncleaned",209
"1198","uncleaned",212
"1199","uncleaned",212
"1200","uncleaned",209
"1201","uncleaned",215
"1202","uncleaned",219
"1203","uncleaned",216
"1204","uncleaned",217
"1205","uncleaned",216
"1206","uncleaned",217
"1207","uncleaned",218
"1208","uncleaned",217
"1209","uncleaned",219
"1210","uncleaned",216
"1211","uncleaned",215
"1212","uncleaned",217
"1213","uncleaned",215
"1214","uncleaned",219
"1215","uncleaned",215
"1216","uncleaned",218
"1217","uncleaned",217
"1218","uncleaned",215
"1219","uncleaned",217
"1220","uncleaned",218
"1221","uncleaned",217
"1222","uncleaned",217
"1223","uncleaned",219
"1224","uncleaned",217
"1225","uncleaned",218
"1226","uncleaned",219
"1227","uncleaned",216
"1228","uncleaned",217
"1229","uncleaned",216
"1230","uncleaned",215
"1231","uncleaned",218
"1232","uncleaned",215
"1233","uncleaned",219
"1234","uncleaned",218
"1235","uncleaned",216
"1236","uncleaned",219
"1237","uncleaned",219
"1238","uncleaned",219
"1239","uncleaned",220
"1240","uncleaned",216
"1241","uncleaned",220
"1242","uncleaned",217
"1243","uncleaned",217
"1244","uncleaned",215
"1245","uncleaned",217
